name,telephone,address,metro_line,metro_line_1,metro_line_2,metro_line_3,metro_line_4,metro_line_5,metro_line_7,metro_line_9,metro_line_11,coordinate,X,Y,price_with_unit,price,district,subdistrict,room_type,room_area,room_height,room_fase_to
中粮云景国际花园 精装两房 业主首.次出租 可配齐家私电器,https://sz.zu.anjuke.com/fangyuan/1163389017,深圳市宝安区公明松白路中粮云景国际,Null,Null,Null,Null,Null,Null,Null,Null,Null,"113.887006,22.777114",113.887006,22.777114,3300元/月,3300,宝安,公明,2室2厅,72平米,22/30层,朝南
住的舒心 家具家电全 紧邻地铁站 押一付一 沙井,https://sz.zu.anjuke.com/fangyuan/1162109333,深圳市宝安区沙井南环路金沙名都,Null,Null,Null,Null,Null,Null,Null,Null,Null,"113.801378,22.719013",113.801378,22.719013,1710元/月,1710,宝安,沙井,3室1厅,17平米,10/22层,朝东
福宇轩 蛋壳公寓直租   押一付一 短租返现,https://sz.zu.anjuke.com/fangyuan/1158861321,深圳市福田区新洲新沙路13号福宇轩,1/3/7号线,1,Null,3,Null,Null,7,Null,Null,"114.043187,22.528520",114.043187,22.52852,2200元/月,2200,福田,新洲,3室1厅,16平米,11/17层,朝南
山语清晖 精装 看山景 180平方4室2厅 租 29000元,https://sz.zu.anjuke.com/fangyuan/1161912966,深圳市福田区梅林福龙路山语清晖花园,Null,Null,Null,Null,Null,Null,Null,Null,Null,"114.015887,22.564555",114.015887,22.564555,29000元/月,29000,福田,梅林,4室2厅,180平米,23/30层,朝南
华浩源，豪华精装3房，干净漂亮，家电齐全，业主急租，拎包入住,https://sz.zu.anjuke.com/fangyuan/1161071438,深圳市龙岗区丹竹头景芬路华浩源B区,Null,Null,Null,Null,Null,Null,Null,Null,Null,"114.127115,22.623780",114.127115,22.62378,5200元/月,5200,龙岗,丹竹头,3室2厅,129平米,18/19层,东南
东方园博苑 直租立减2200  精装修带家私 押一付一,https://sz.zu.anjuke.com/fangyuan/1157879273,深圳市福田区竹子林职教街1号东方园博苑,1/2/7号线,1,2,Null,Null,Null,7,Null,Null,"114.000899,22.537134",114.000899,22.537134,1700元/月,1700,福田,竹子林,3室1厅,13平米,5/19层,朝南
雅颂居蛋壳公寓直租 家具齐全 干净整洁 月付无压力,https://sz.zu.anjuke.com/fangyuan/1163516185,深圳市福田区莲花海田路1008号雅颂居,1/2/3/4号线,1,2,3,4,Null,Null,Null,Null,"114.066573,22.543576",114.066573,22.543576,1950元/月,1950,福田,莲花,3室1厅,24平米,16/23层,朝东
蓝漪花园  客厅开阔 押一付一 房价透明 拎包即住 蛇口,https://sz.zu.anjuke.com/fangyuan/1161869056,深圳市南山区蛇口蛇口老街51号蓝漪花园,2号线,Null,2,Null,Null,Null,Null,Null,Null,"113.927815,22.485076",113.927815,22.485076,2190元/月,2190,南山,蛇口,1室1厅,27平米,19/24层,朝东
蔚蓝海岸  直租立减2200  精装修带家私 押一付一,https://sz.zu.anjuke.com/fangyuan/1159902006,深圳市南山区后海登良路84号蔚蓝海岸(三期),2/11号线,Null,2,Null,Null,Null,Null,Null,11,"113.936872,22.511732",113.936872,22.511732,2300元/月,2300,南山,后海,3室1厅,18平米,9/15层,朝南
万科天誉一期蛋壳公寓直租 智能门锁 超大空间 无中介,https://sz.zu.anjuke.com/fangyuan/1157512936,深圳市龙岗区龙岗中心城龙翔大道万科天誉一期,3号线,Null,Null,3,Null,Null,Null,Null,Null,"114.243997,22.713138",114.243997,22.713138,1540元/月,1540,龙岗,龙岗中心城,3室1厅,18平米,6/18层,朝东
保利城花园，精致装修三房，拎包入住，紧邻海岸城和来福士,https://sz.zu.anjuke.com/fangyuan/1161261560,深圳市南山区南油南海大道2710号保利城花园,2/11号线,Null,2,Null,Null,Null,Null,Null,11,"113.928339,22.515904",113.928339,22.515904,9000元/月,9000,南山,南油,3室2厅,108平米,21/27层,南北
宝能城花园 直租立减2200  精装修带家私 押一付一,https://sz.zu.anjuke.com/fangyuan/1161872192,深圳市南山区桃源村留仙大道宝能城花园,5号线,Null,Null,Null,Null,5,Null,Null,Null,"113.997913,22.591568",113.997913,22.591568,2100元/月,2100,南山,桃源村,3室1厅,17平米,9/20层,朝南
荷坳新村  南北通透 可月付 房价透明 拎包即住 龙岗中心城,https://sz.zu.anjuke.com/fangyuan/1162124497,深圳市龙岗区龙岗中心城荷坳路59号荷坳新村,3号线,Null,Null,3,Null,Null,Null,Null,Null,"114.221096,22.681254",114.221096,22.681254,1820元/月,1820,龙岗,龙岗中心城,3室1厅,22平米,11/18层,朝东
地铁口 悦方广场旁西丽蓝天全齐三房 看房方便,https://sz.zu.anjuke.com/fangyuan/1163353708,深圳市南山区西丽同发路1号西丽蓝天花园,5/7号线,Null,Null,Null,Null,5,7,Null,Null,"113.943379,22.581942",113.943379,22.581942,6800元/月,6800,南山,西丽,3室2厅,104平米,7/20层,朝南
海雅商圈 御景台 豪装大四房 临近灵芝地铁站 家私家电齐全,https://sz.zu.anjuke.com/fangyuan/1159524072,深圳市宝安区新安前进一路53号御景台,Null,Null,Null,Null,Null,Null,Null,Null,Null,"113.912025,22.559709",113.912025,22.559709,8800元/月,8800,宝安,新安,4室2厅,145平米,16/17层,东南
鸿荣源尚峰 住的舒心 家具家电全 紧邻地铁站 可月付,https://sz.zu.anjuke.com/fangyuan/1159895313,深圳市龙岗区丹竹头布澜路鸿荣源尚峰,Null,Null,Null,Null,Null,Null,Null,Null,Null,"114.138133,22.623809",114.138133,22.623809,1780元/月,1780,龙岗,丹竹头,3室1厅,20平米,11/23层,朝东
众冠花园蛋壳公寓直租 双周保洁 环境优美 性价比高,https://sz.zu.anjuke.com/fangyuan/1161423711,深圳市南山区西丽留仙大道1311号众冠花园,5/7号线,Null,Null,Null,Null,5,7,Null,Null,"113.956915,22.579849",113.956915,22.579849,1730元/月,1730,南山,西丽,3室1厅,19平米,6/18层,朝东
金鼎花园蛋壳公寓直租 双周保洁 环境优美 押一付一,https://sz.zu.anjuke.com/fangyuan/1160226863,深圳市宝安区宝安中心翻身路金鼎花园,1/5号线,1,Null,Null,Null,5,Null,Null,Null,"113.899403,22.556971",113.899403,22.556971,1640元/月,1640,宝安,宝安中心,3室1厅,19平米,7/19层,朝东
溢芳园蛋壳公寓直租 双周保洁 环境优美 性价比高,https://sz.zu.anjuke.com/fangyuan/1161426310,深圳市龙岗区布吉百鸽路317号溢芳园,3/5号线,Null,Null,3,Null,5,Null,Null,Null,"114.123190,22.595860",114.12319,22.59586,1190元/月,1190,龙岗,布吉,3室1厅,18平米,19/21层,朝东
奥仕达花园  直租立减2200  精装修带家私 押一付一,https://sz.zu.anjuke.com/fangyuan/1156397398,深圳市福田区梅林梅林路梅林阁,4/9号线,Null,Null,Null,4,Null,Null,9,Null,"114.054176,22.567923",114.054176,22.567923,1900元/月,1900,福田,梅林,1室1厅,15平米,6/15层,东南
益田花园蛋壳公寓直租 免费WiFi 值得信赖 押一付一,https://sz.zu.anjuke.com/fangyuan/1159193914,深圳市福田区皇岗益田路1006号益田花园(一期),3/4号线,Null,Null,3,4,Null,Null,Null,Null,"114.056810,22.513415",114.05681,22.513415,1810元/月,1810,福田,皇岗,3室1厅,23平米,16/23层,朝东
香景大厦  客厅开阔 无中介 房价透明 双周保洁 景田,https://sz.zu.anjuke.com/fangyuan/1162143744,深圳市福田区景田莲花路2034号香景大厦,2/9号线,Null,2,Null,Null,Null,Null,9,Null,"114.039170,22.551896",114.03917,22.551896,1340元/月,1340,福田,景田,3室1厅,17平米,20/22层,朝东
碧茵苑  客厅开阔 可月付 房源 房间实拍 华侨城,https://sz.zu.anjuke.com/fangyuan/1161775626,深圳市南山区华侨城沙河东路338号碧茵苑,1号线,1,Null,Null,Null,Null,Null,Null,Null,"113.966635,22.549024",113.966635,22.549024,2400元/月,2400,南山,华侨城,1室1厅,26平米,18/23层,朝北
东方瑞景苑  家具齐全 紧邻地铁站 押一付一 龙岗中,https://sz.zu.anjuke.com/fangyuan/1160225772,深圳市龙岗区龙岗中心城龙平东路203号东方瑞景苑,3号线,Null,Null,3,Null,Null,Null,Null,Null,"114.268736,22.729442",114.268736,22.729442,1760元/月,1760,龙岗,龙岗中心城,3室1厅,19平米,6/18层,朝东
振业天峦蛋壳公寓直租，月付无压力，，精装修，,https://sz.zu.anjuke.com/fangyuan/1161384377,深圳市龙岗区龙岗中心城宝沙一路1号振业天峦,Null,Null,Null,Null,Null,Null,Null,Null,Null,"114.262867,22.682173",114.262867,22.682173,1000元/月,1000,龙岗,龙岗中心城,3室1厅,15平米,15/17层,朝东
紫竹园蛋壳公寓直租 双周保洁 干净整洁 房价透明,https://sz.zu.anjuke.com/fangyuan/1163521236,深圳市南山区蛇口四海路27号紫竹园,Null,Null,Null,Null,Null,Null,Null,Null,Null,"113.925558,22.504112",113.925558,22.504112,1410元/月,1410,南山,蛇口,3室1厅,17平米,21/23层,朝东
布吉地铁口20米 佳兆业大都汇 办公精装大两房 视野开阔,https://sz.zu.anjuke.com/fangyuan/1163539918,深圳市龙岗区布吉龙岗大道佳兆业大都汇,3/5号线,Null,Null,3,Null,5,Null,Null,Null,"114.122590,22.601433",114.12259,22.601433,5000元/月,5000,龙岗,布吉,2室1厅,86平米,18/33层,朝南
御景湾 直租立减2200  精装修带家私 押一付一,https://sz.zu.anjuke.com/fangyuan/1159538697,深圳市宝安区宝安中心玉林路5号御景湾,1/11号线,1,Null,Null,Null,Null,Null,Null,11,"113.874325,22.562193",113.874325,22.562193,2000元/月,2000,宝安,宝安中心,3室1厅,15平米,9/17层,朝南
宝田雅苑蛋壳公寓直租 双周保洁 环境优美 性价比高,https://sz.zu.anjuke.com/fangyuan/1160222685,深圳市宝安区西乡工业路宝田雅苑,1/11号线,1,Null,Null,Null,Null,Null,Null,11,"113.867862,22.580964",113.867862,22.580964,1870元/月,1870,宝安,西乡,3室1厅,20平米,17/24层,朝东
南枚二期 带花园叠加别墅 独.家钥匙 装修保养好 随时看房！,https://sz.zu.anjuke.com/fangyuan/1163251605,深圳市南山区蛇口望海路南海玫瑰花园(二期),2号线,Null,2,Null,Null,Null,Null,Null,Null,"113.924025,22.484791",113.924025,22.484791,42000元/月,42000,南山,蛇口,4室2厅,205平米,1/3层,南北
松坪村梅苑 直租立减2200  精装修带家私 押一付一,https://sz.zu.anjuke.com/fangyuan/1158537801,深圳市南山区科技园松坪山路14号松坪村梅苑,7号线,Null,Null,Null,Null,Null,7,Null,Null,"113.952694,22.559496",113.952694,22.559496,1900元/月,1900,南山,科技园,4室1厅,18平米,15/22层,朝南
中兆花园蛋壳公寓直租 免费WiFi 通勤便利 月付无压力,https://sz.zu.anjuke.com/fangyuan/1159540179,深圳市龙岗区丹竹头龙岗大道(布吉段)2582号中兆花园,3号线,Null,Null,3,Null,Null,Null,Null,Null,"114.144530,22.618200",114.14453,22.6182,1480元/月,1480,龙岗,丹竹头,3室1厅,18平米,17/19层,朝东
第5大道高发西岸花园 无中介 家具齐全 押一付一 精装主卧,https://sz.zu.anjuke.com/fangyuan/1159195461,深圳市宝安区宝安中心宝源南路201号第5大道高发西岸花园,1/5/11号线,1,Null,Null,Null,5,Null,Null,11,"113.877836,22.554871",113.877836,22.554871,1760元/月,1760,宝安,宝安中心,3室1厅,22平米,11/21层,朝东
建安新村蛋壳公寓直租  干净整洁 押一付一,https://sz.zu.anjuke.com/fangyuan/1157512658,深圳市宝安区新安上川路40号建安新村,5号线,Null,Null,Null,Null,5,Null,Null,Null,"113.896410,22.573521",113.89641,22.573521,1310元/月,1310,宝安,新安,3室1厅,18平米,21/23层,朝东
免费WiFi 紧邻地铁站 可月付 宝安机场,https://sz.zu.anjuke.com/fangyuan/1163538811,深圳市宝安区宝安机场宝安大道万科金色领域,1号线,1,Null,Null,Null,Null,Null,Null,Null,"113.816867,22.659073",113.816867,22.659073,1420元/月,1420,宝安,宝安机场,3室1厅,18平米,16/18层,朝东
深业新岸线三期 豪华大四房 地铁物业 家私全齐 拎包入住,https://sz.zu.anjuke.com/fangyuan/1159993801,深圳市宝安区宝安中心兴业路深业新岸线,1/5/11号线,1,Null,Null,Null,5,Null,Null,11,"113.874540,22.558138",113.87454,22.558138,16000元/月,16000,宝安,宝安中心,4室2厅,155平米,10/26层,朝南
好来居  客厅开阔 可月付 房源 房间实拍 南油,https://sz.zu.anjuke.com/fangyuan/1162109286,深圳市南山区南油海德二道413号好来居,11号线,Null,Null,Null,Null,Null,Null,Null,11,"113.923214,22.521077",113.923214,22.521077,1480元/月,1480,南山,南油,3室1厅,18平米,16/18层,朝东
星河雅居 免费WiFi 紧邻地铁站 可月付 新洲,https://sz.zu.anjuke.com/fangyuan/1161783194,深圳市福田区新洲新洲九街273号星河雅居,3/7号线,Null,Null,3,Null,Null,7,Null,Null,"114.044676,22.524041",114.044676,22.524041,2260元/月,2260,福田,新洲,1室1厅,26平米,15/20层,朝西
阳光绿地家园蛋壳公寓直租 智能门锁 干净整洁 月付无压力,https://sz.zu.anjuke.com/fangyuan/1161423147,深圳市罗湖区田贝爱国路3003号阳光绿地家园,5号线,Null,Null,Null,Null,5,Null,Null,Null,"114.137982,22.562482",114.137982,22.562482,1640元/月,1640,罗湖,田贝,3室1厅,18平米,9/21层,朝东
大梅沙 水云间 一线海景 精装两房 出租3500 十天必租,https://sz.zu.anjuke.com/fangyuan/1163419256,深圳市盐田区梅沙盐葵路52号水云间,Null,Null,Null,Null,Null,Null,Null,Null,Null,"114.326622,22.601582",114.326622,22.601582,3500元/月,3500,盐田,梅沙,2室1厅,56平米,2/11层,朝南
花园式小区、成熟小区配套齐全、家私电齐全简单拾直接拎包入住,https://sz.zu.anjuke.com/fangyuan/1161169641,深圳市宝安区新安同和路60号中信楼,Null,Null,Null,Null,Null,Null,Null,Null,Null,"113.895003,22.578453",113.895003,22.578453,2500元/月,2500,宝安,新安,1室1厅,35平米,7/15层,朝南
半岛城邦二期 中式装修高层三房 高性价比,https://sz.zu.anjuke.com/fangyuan/1162239173,深圳市南山区蛇口金世纪路半岛城邦(二期),2号线,Null,2,Null,Null,Null,Null,Null,Null,"113.931518,22.481634",113.931518,22.481634,13000元/月,13000,南山,蛇口,3室2厅,120平米,24/30层,南北
星湖名居 直租立减2200  精装修带家私 押一付一,https://sz.zu.anjuke.com/fangyuan/1158214966,深圳市宝安区公明星湖路36号星湖名居,Null,Null,Null,Null,Null,Null,Null,Null,Null,"113.905907,22.707356",113.905907,22.707356,1550元/月,1550,宝安,公明,4室1厅,12平米,3/15层,朝南
租客转租 独*家掌控 可提前约看房 福田绿景虹湾精致三房,https://sz.zu.anjuke.com/fangyuan/1163351748,深圳市福田区梅林梅林路绿景虹湾,2/9号线,Null,2,Null,Null,Null,Null,9,Null,"114.038987,22.560928",114.038987,22.560928,9000元/月,9000,福田,梅林,3室2厅,75平米,30/46层,东南
雅仕荔景苑 蛋壳公寓直租 押一付一 家具齐全 立减2200,https://sz.zu.anjuke.com/fangyuan/1161165787,深圳市南山区南油南海大道2502号雅仕荔景苑,2号线,Null,2,Null,Null,Null,Null,Null,Null,"113.926694,22.510860",113.926694,22.51086,1700元/月,1700,南山,南油,4室1厅,13平米,9/24层,朝南
租客刚刚搬走，急租！豪装三室，商圈上盖物业，随时看房,https://sz.zu.anjuke.com/fangyuan/1161162912,深圳市南山区科技园学海路2001号海文花园,2/11号线,Null,2,Null,Null,Null,Null,Null,11,"113.931673,22.523716",113.931673,22.523716,2350元/月,2350,南山,科技园,3室1厅,16平米,11/21层,朝南
中海怡瑞山居 室友无不良嗜好 家具家电全 紧邻地铁站 不是中,https://sz.zu.anjuke.com/fangyuan/1160850510,深圳市龙岗区丹竹头景芬路中海怡瑞山居,5号线,Null,Null,Null,Null,5,Null,Null,Null,"114.122881,22.619752",114.122881,22.619752,1450元/月,1450,龙岗,丹竹头,3室1厅,18平米,16/18层,朝东
莲花北村 良心房东 免费WiFi 交通便利  莲花,https://sz.zu.anjuke.com/fangyuan/1161779018,深圳市福田区莲花莲花路116号莲花北村,2/4/9号线,Null,2,Null,4,Null,Null,9,Null,"114.050781,22.559237",114.050781,22.559237,2460元/月,2460,福田,莲花,1室1厅,29平米,14/19层,朝西
福保桂花苑精装大三房出租 家私全齐 南北通 超好采光看房方便,https://sz.zu.anjuke.com/fangyuan/1163361092,深圳市福田区福田口岸桂花路19号福保桂花苑,3号线,Null,Null,3,Null,Null,Null,Null,Null,"114.048172,22.509057",114.048172,22.509057,7000元/月,7000,福田,福田口岸,3室2厅,89平米,20/28层,朝南
松坪村梅苑 直租立减2200  精装修带家私 押一付一,https://sz.zu.anjuke.com/fangyuan/1156741646,深圳市南山区科技园松坪山路14号松坪村梅苑,7号线,Null,Null,Null,Null,Null,7,Null,Null,"113.952694,22.559496",113.952694,22.559496,1900元/月,1900,南山,科技园,3室1厅,18平米,15/22层,朝南
皇御苑二期蛋壳公寓直租 家具齐全 值得信赖 房价透明,https://sz.zu.anjuke.com/fangyuan/1160536441,深圳市福田区皇岗福田南路9号皇御苑二期,1/7号线,1,Null,Null,Null,Null,7,Null,Null,"114.075678,22.526862",114.075678,22.526862,1820元/月,1820,福田,皇岗,3室1厅,23平米,13/20层,朝东
银龙花园蛋壳公寓直租，月付无中介，家具齐全，精装修，,https://sz.zu.anjuke.com/fangyuan/1161418036,深圳市罗湖区泥岗金湖路银龙花园,7/9号线,Null,Null,Null,Null,Null,7,9,Null,"114.098492,22.569892",114.098492,22.569892,1780元/月,1780,罗湖,泥岗,3室1厅,20平米,6/18层,朝东
南新蛋壳公寓直租 免费WiFi 随时看房 无中介,https://sz.zu.anjuke.com/fangyuan/1161345144,深圳市南山区前海南新路1845号南新苑,11号线,Null,Null,Null,Null,Null,Null,Null,11,"113.918570,22.522051",113.91857,22.522051,1440元/月,1440,南山,前海,3室1厅,18平米,19/21层,朝东
中粮万福阁蛋壳公寓直租 双周保洁 环境优美 性价比高,https://sz.zu.anjuke.com/fangyuan/1161421372,深圳市宝安区西乡流塘路53号中粮万福阁,Null,Null,Null,Null,Null,Null,Null,Null,Null,"113.887516,22.582999",113.887516,22.582999,1140元/月,1140,宝安,西乡,3室1厅,18平米,21/23层,朝东
新围村蛋壳公寓直租 家具齐全 环境优美 性价比高,https://sz.zu.anjuke.com/fangyuan/1163511494,深圳市南山区西丽留仙大道新围村,5/7号线,Null,Null,Null,Null,5,7,Null,Null,"113.952127,22.582664",113.952127,22.582664,1870元/月,1870,南山,西丽,3室1厅,23平米,16/23层,朝东
蓝湾半岛精装3房 南北通透 高层视野好 家私全齐 看房方便,https://sz.zu.anjuke.com/fangyuan/1162690161,深圳市福田区新洲福荣路20号绿景蓝湾半岛,7号线,Null,Null,Null,Null,Null,7,Null,Null,"114.040166,22.516147",114.040166,22.516147,8600元/月,8600,福田,新洲,3室2厅,104平米,12/33层,朝南
美庐锦园 返现1000 蛋壳公寓直租 押一付一 拎包入住,https://sz.zu.anjuke.com/fangyuan/1161873869,深圳市南山区华侨城石洲中路25号美庐锦园,1/2号线,1,2,Null,Null,Null,Null,Null,Null,"113.966124,22.536095",113.966124,22.536095,2000元/月,2000,南山,华侨城,3室1厅,19平米,10/19层,朝南
龙城华府 住的舒心 家具家电全 拎包入住不是中介 龙岗中心城,https://sz.zu.anjuke.com/fangyuan/1159192486,深圳市龙岗区龙岗中心城余岭西路1号龙城华府,3号线,Null,Null,3,Null,Null,Null,Null,Null,"114.230240,22.700405",114.23024,22.700405,1240元/月,1240,龙岗,龙岗中心城,3室1厅,17平米,19/21层,朝东
旭飞华天苑蛋壳公寓直租 家具齐全 值得信赖 月付无压力,https://sz.zu.anjuke.com/fangyuan/1161415385,深圳市罗湖区泥岗坭岗东路1120号旭飞华天苑,7/9号线,Null,Null,Null,Null,Null,7,9,Null,"114.106770,22.569829",114.10677,22.569829,1340元/月,1340,罗湖,泥岗,3室1厅,18平米,21/23层,朝东
新上房源  带车位高档社区  朝南 精致装修3房  看房方便,https://sz.zu.anjuke.com/fangyuan/1160599427,深圳市福田区新洲新洲二街中城天邑花园,3/7号线,Null,Null,3,Null,Null,7,Null,Null,"114.047574,22.521279",114.047574,22.521279,10800元/月,10800,福田,新洲,3室2厅,100平米,6/32层,朝南
天誉国际公馆蛋壳公寓直租 智能门锁 通勤便利 押一付一,https://sz.zu.anjuke.com/fangyuan/1161353704,深圳市龙岗区龙岗中心城龙翔大道天誉国际公馆,3号线,Null,Null,3,Null,Null,Null,Null,Null,"114.243665,22.714701",114.243665,22.714701,1830元/月,1830,龙岗,龙岗中心城,3室1厅,24平米,11/18层,朝东
轩苑居 蛋壳公寓直租，押一付一，交通便利，拎包入住,https://sz.zu.anjuke.com/fangyuan/1156024253,深圳市宝安区公明民生路轩苑居,Null,Null,Null,Null,Null,Null,Null,Null,Null,"113.909490,22.781177",113.90949,22.781177,2080元/月,2080,宝安,公明,3室1厅,16平米,11/21层,朝南
四季花城旁 五和地铁口 创兴时代精装2房空房 可做工作室,https://sz.zu.anjuke.com/fangyuan/1162104652,深圳市龙岗区坂田里浦街3号创兴时代,Null,Null,Null,Null,Null,Null,Null,Null,Null,"114.058085,22.628482",114.058085,22.628482,4000元/月,4000,龙岗,坂田,2室1厅,49平米,12/29层,朝南
满足三代同堂的生活所需 全明采光看南山 通透大厅 空间宽敞,https://sz.zu.anjuke.com/fangyuan/1161250327,深圳市南山区前海前海路0199号依云伴山,Null,Null,Null,Null,Null,Null,Null,Null,Null,"113.894723,22.500415",113.894723,22.500415,11000元/月,11000,南山,前海,4室2厅,147平米,11/31层,南北
金鼎花园蛋壳公寓直租 双周保洁 环境优美 押一付一,https://sz.zu.anjuke.com/fangyuan/1160226863,深圳市宝安区宝安中心翻身路金鼎花园,1/5号线,1,Null,Null,Null,5,Null,Null,Null,"113.899403,22.556971",113.899403,22.556971,1640元/月,1640,宝安,宝安中心,3室1厅,19平米,7/19层,朝东
香诗美林大花园 朝南看海景 家私家电全齐 适合居家,https://sz.zu.anjuke.com/fangyuan/1158823798,深圳市福田区竹子林竹子林四路8号金众香诗美林,1/2/7号线,1,2,Null,Null,Null,7,Null,Null,"114.008287,22.536246",114.008287,22.536246,8000元/月,8000,福田,竹子林,2室2厅,76平米,12/17层,南北
金祥都市花园  免费WiFi 交通便利 泥岗,https://sz.zu.anjuke.com/fangyuan/1161869298,深圳市罗湖区泥岗红岗路1168号金祥都市花园,3号线,Null,Null,3,Null,Null,Null,Null,Null,"114.110065,22.585821",114.110065,22.585821,1770元/月,1770,罗湖,泥岗,3室1厅,20平米,9/21层,朝东
"花园城三期南北向三房送入户花园,品质大社区,家私电器全齐",https://sz.zu.anjuke.com/fangyuan/1163131022,深圳市南山区蛇口南海大道花园城(三期),Null,Null,Null,Null,Null,Null,Null,Null,Null,"113.922639,22.498573",113.922639,22.498573,10000元/月,10000,南山,蛇口,3室2厅,96平米,6/9层,南北
荔枝花园 蛋壳公寓直租 免费WiFi 通勤便利 房价透明,https://sz.zu.anjuke.com/fangyuan/1158859163,深圳市龙岗区丹竹头南岭西路荔枝花园,3号线,Null,Null,3,Null,Null,Null,Null,Null,"114.146220,22.613617",114.14622,22.613617,1656元/月,1656,龙岗,丹竹头,3室1厅,21平米,23/31层,朝东
众望楼 住的舒心 家电安全 拎包入住 没有,https://sz.zu.anjuke.com/fangyuan/1162104470,深圳市南山区西丽沙河西路3283号众望楼,5/7号线,Null,Null,Null,Null,5,7,Null,Null,"113.953457,22.578362",113.953457,22.578362,1470元/月,1470,南山,西丽,3室1厅,16平米,21/23层,朝东
"精致装修,保养很好,L型大阳台,高楼层看一线海景,安静舒心！",https://sz.zu.anjuke.com/fangyuan/1159197235,深圳市宝安区宝安中心裕安一路3076号菁英趣庭,1/5/11号线,1,Null,Null,Null,5,Null,Null,11,"113.888714,22.559857",113.888714,22.559857,2000元/月,2000,宝安,宝安中心,4室1厅,16平米,6/15层,东南
长龙新村蛋壳公寓直租，押一付一，智能门锁，精装修，,https://sz.zu.anjuke.com/fangyuan/1161428001,深圳市龙岗区布吉新龙路长龙新村,3/5号线,Null,Null,3,Null,5,Null,Null,Null,"114.112714,22.612181",114.112714,22.612181,1000元/月,1000,龙岗,布吉,3室1厅,17平米,20/22层,朝东
福园单身公寓 房源 免费WiFi 紧邻地铁站  南油,https://sz.zu.anjuke.com/fangyuan/1162104728,深圳市南山区南油向南路4号福园单身公寓,Null,Null,Null,Null,Null,Null,Null,Null,Null,"113.920104,22.506148",113.920104,22.506148,1530元/月,1530,南山,南油,3室1厅,20平米,10/22层,朝东
兴华花园蛋壳公寓直租 双周保洁 值得信赖 押一付一,https://sz.zu.anjuke.com/fangyuan/1161420907,深圳市宝安区西乡宝安大道4001号兴华花园,1/11号线,1,Null,Null,Null,Null,Null,Null,11,"113.865310,22.579937",113.86531,22.579937,1340元/月,1340,宝安,西乡,3室1厅,17平米,21/23层,朝东
碧茵苑 直租立减3000  精装修带家私 押一付一,https://sz.zu.anjuke.com/fangyuan/1159901334,深圳市南山区华侨城沙河东路338号碧茵苑,1号线,1,Null,Null,Null,Null,Null,Null,Null,"113.966635,22.549024",113.966635,22.549024,2000元/月,2000,南山,华侨城,4室1厅,15平米,16/23层,朝南
龙福一村 直租立减2200  精装修带家私 押一付一,https://sz.zu.anjuke.com/fangyuan/1161870866,深圳市龙岗区大运德政路95号龙福一村,3号线,Null,Null,3,Null,Null,Null,Null,Null,"114.245902,22.724305",114.245902,22.724305,1550元/月,1550,龙岗,大运,3室1厅,13平米,12/15层,东南
天誉南向三房 全新装修家私电齐全 无异味 看房方便,https://sz.zu.anjuke.com/fangyuan/1161118582,深圳市龙岗区龙岗中心城龙岗大道万科天誉二期,3号线,Null,Null,3,Null,Null,Null,Null,Null,"114.244316,22.713421",114.244316,22.713421,4200元/月,4200,龙岗,龙岗中心城,3室2厅,88平米,20/41层,东南
香榭里花园精装两房，图片价格真实，家私电全齐 可拎包入住,https://sz.zu.anjuke.com/fangyuan/1163322547,深圳市福田区农科中心丰田路2号香榭里花园,1/2/7/11号线,1,2,Null,Null,Null,7,Null,11,"114.019910,22.543754",114.01991,22.543754,10000元/月,10000,福田,农科中心,2室2厅,132平米,7/13层,南北
中粮商务公园蛋壳公寓直租 家具齐全 干净整洁 无中介,https://sz.zu.anjuke.com/fangyuan/1161425373,深圳市宝安区新安留仙二路中粮商务公园,5号线,Null,Null,Null,Null,5,Null,Null,Null,"113.923890,22.576216",113.92389,22.576216,1500元/月,1500,宝安,新安,3室1厅,19平米,5/17层,朝东
雍华源蛋壳公寓直租 免费WiFi 通勤便利 性价比高,https://sz.zu.anjuke.com/fangyuan/1161415354,深圳市宝安区桃源居宝田二路6号雍华源,Null,Null,Null,Null,Null,Null,Null,Null,Null,"113.873504,22.596988",113.873504,22.596988,1080元/月,1080,宝安,桃源居,3室1厅,18平米,17/19层,朝东
翡翠星光园 免费WiFi 紧邻地铁站 可月付 布吉,https://sz.zu.anjuke.com/fangyuan/1162163973,深圳市龙岗区布吉京南路22号翡翠星光园,3/5号线,Null,Null,3,Null,5,Null,Null,Null,"114.124431,22.601477",114.124431,22.601477,1360元/月,1360,龙岗,布吉,3室1厅,15平米,17/19层,朝东
泰华锦绣城蛋壳公寓直租 免费WiFi 值得信赖 无中介,https://sz.zu.anjuke.com/fangyuan/1158858388,深圳市宝安区宝安中心翻身路泰华锦绣城,1号线,1,Null,Null,Null,Null,Null,Null,Null,"113.889207,22.570447",113.889207,22.570447,1570元/月,1570,宝安,宝安中心,3室1厅,17平米,11/23层,朝东
蛋壳人已经交了一年网费 5min到地铁站 超大公寓合租包物业,https://sz.zu.anjuke.com/fangyuan/1162272509,深圳市宝安区新安新安二路41号裕宝大厦,5号线,Null,Null,Null,Null,5,Null,Null,Null,"113.908686,22.559501",113.908686,22.559501,1900元/月,1900,宝安,新安,3室1厅,20平米,9/19层,东南
